Year,Exporter,Exporter_Region,Exporter_Alliance,UNSC_Permanent_Member,Importer,Importer_Region,Weapon_Category,Weapon_Subtype,Weapon_Class,Deal_Value_USD_M,Quantity,Deal_Framework,Technology_Transfer,Delivery_Timeline_Months,Importer_GDP_Per_Capita,Importer_Political_Stability,Importer_Democracy_Index,Importer_Conflict_Proximity,Active_Territorial_Dispute,Natural_Resource_Dependence,Importer_Military_Spend_Pct_GDP,Arms_Import_Trend,UN_Embargo,Escalation_Risk
2021,Russia,Europe & Central Asia,Non-Aligned,Yes,Qatar,Middle East & North Africa,Combat Aircraft,Trainer/Light Combat,Defensive,304.1,23,Bilateral Defence Pact,No,26,61093,5.9,1.1,No,No,High,1.2,Stable,No,Medium
2024,Russia,Europe & Central Asia,Non-Aligned,Yes,Angola,Sub-Saharan Africa,Combat Aircraft,Fighter Jet,Offensive,179.7,6,Direct Commercial Sale,No,66,2422,4.5,3.1,No,No,High,1.1,Accelerating,No,High
2008,France,Europe & Central Asia,NATO,Yes,Poland,Europe & Central Asia,Artillery & Ammunition,Mortar System,Offensive,6.1,25,Foreign Military Sales (FMS),Yes,9,16193,7.1,7.7,Yes,No,Low,3.5,Accelerating,No,Medium
2019,Germany,Europe & Central Asia,NATO,No,Colombia,Latin America & Caribbean,Sensors & Electronics,Radar System,Defensive,27.6,74,Government-to-Government,Yes,27,6423,4.6,5.8,Yes,No,Medium,5.1,Accelerating,No,High
2018,China,East Asia & Pacific,Non-Aligned,Yes,Taiwan,East Asia & Pacific,Missiles & Air Defence,MANPADS,Defensive,243.0,2,Foreign Military Sales (FMS),No,20,32584,6.1,8.5,Yes,Yes,Low,4.7,Accelerating,No,High
2024,United Kingdom,Europe & Central Asia,NATO,Yes,Singapore,East Asia & Pacific,Helicopters,Attack Helicopter,Offensive,306.8,2,Multilateral Programme,No,39,66963,9.9,6.1,No,No,Low,2.6,Stable,No,Low
2023,United Kingdom,Europe & Central Asia,NATO,Yes,Morocco,Middle East & North Africa,Armoured Vehicles,APC,Defensive,50.9,91,Bilateral Defence Pact,No,22,3786,5.2,3.8,No,Yes,Medium,2.6,Accelerating,No,Medium
2023,United States,North America,NATO,Yes,Thailand,East Asia & Pacific,Armoured Vehicles,Main Battle Tank,Offensive,23.7,85,Government-to-Government,No,13,7189,4.3,4.3,No,No,Low,1.3,Stable,No,Low
2006,United States,North America,NATO,Yes,Philippines,East Asia & Pacific,Armoured Vehicles,APC,Defensive,25.4,1,Bilateral Defence Pact,Yes,13,3289,3.9,6.2,Yes,Yes,Low,5.5,Accelerating,No,High
2021,Russia,Europe & Central Asia,Non-Aligned,Yes,Colombia,Latin America & Caribbean,Missiles & Air Defence,MANPADS,Defensive,94.2,7,Bilateral Defence Pact,No,33,6661,4.3,6.9,Yes,No,Medium,3.2,Declining,No,Medium
2014,China,East Asia & Pacific,Non-Aligned,Yes,Japan,East Asia & Pacific,Helicopters,Naval Helicopter,Defensive,284.1,3,Government-to-Government,Yes,39,43137,8.2,9.1,No,Yes,Low,2.8,Accelerating,No,Low
2013,China,East Asia & Pacific,Non-Aligned,Yes,India,South Asia,Combat Aircraft,UAV/Drone,Offensive,443.7,15,Government-to-Government,No,45,2599,5.6,6.1,Yes,Yes,Low,4.7,Declining,No,High
2022,Russia,Europe & Central Asia,Non-Aligned,Yes,Algeria,Middle East & North Africa,Missiles & Air Defence,MANPADS,Defensive,282.5,42,Bilateral Defence Pact,No,12,4001,3.4,3.5,Yes,Yes,High,6.3,Declining,No,High
2006,United Kingdom,Europe & Central Asia,NATO,Yes,Philippines,East Asia & Pacific,Sensors & Electronics,C4ISR Package,Defensive,52.6,7,Bilateral Defence Pact,No,25,3334,4.1,5.6,Yes,Yes,Low,4.6,Accelerating,No,High
2017,United States,North America,NATO,Yes,Nigeria,Sub-Saharan Africa,Missiles & Air Defence,SAM System,Defensive,93.7,1,Offset Agreement,Yes,15,2325,3.3,4.4,Yes,No,High,2.8,Stable,No,Medium
2014,Israel,Middle East & North Africa,Non-NATO Ally,No,Thailand,East Asia & Pacific,Combat Aircraft,Trainer/Light Combat,Defensive,367.6,5,Government-to-Government,Yes,34,6568,4.7,5.4,No,No,Low,3.0,Stable,No,Medium
2020,Germany,Europe & Central Asia,NATO,No,Angola,Sub-Saharan Africa,Naval Vessels,Frigate,Offensive,484.6,193,Bilateral Defence Pact,Yes,37,2572,4.4,2.5,No,No,High,0.9,Stable,No,Medium
2019,United States,North America,NATO,Yes,Pakistan,South Asia,Helicopters,Utility Helicopter,Defensive,79.6,28,Bilateral Defence Pact,No,34,1515,2.6,3.8,Yes,Yes,Low,4.4,Accelerating,No,High
2017,Russia,Europe & Central Asia,Non-Aligned,Yes,Japan,East Asia & Pacific,Helicopters,Naval Helicopter,Defensive,153.9,47,Direct Commercial Sale,No,26,40266,8.1,9.1,No,Yes,Low,2.3,Stable,No,Low
2011,Russia,Europe & Central Asia,Non-Aligned,Yes,Kazakhstan,Europe & Central Asia,Artillery & Ammunition,Mortar System,Offensive,34.7,1,Offset Agreement,No,9,9785,4.7,2.5,No,No,High,1.7,Stable,No,Medium
2007,China,East Asia & Pacific,Non-Aligned,Yes,Poland,Europe & Central Asia,Armoured Vehicles,APC,Defensive,6.7,110,Foreign Military Sales (FMS),Yes,15,17154,6.5,7.3,Yes,No,Low,6.2,Stable,No,Medium
2019,Russia,Europe & Central Asia,Non-Aligned,Yes,Pakistan,South Asia,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,28.1,167,Direct Commercial Sale,No,23,1423,2.6,4.0,Yes,Yes,Low,5.9,Stable,No,High
2024,United States,North America,NATO,Yes,Saudi Arabia,Middle East & North Africa,Armoured Vehicles,IFV,Offensive,141.5,90,Foreign Military Sales (FMS),Yes,24,22009,3.8,2.2,Yes,No,High,4.9,Stable,No,High
2017,Russia,Europe & Central Asia,Non-Aligned,Yes,Vietnam,East Asia & Pacific,Sensors & Electronics,Targeting Pod,Offensive,55.2,4,Government-to-Government,No,29,3606,5.2,1.7,No,Yes,Low,1.5,Accelerating,No,Medium
2006,China,East Asia & Pacific,Non-Aligned,Yes,Angola,Sub-Saharan Africa,Armoured Vehicles,APC,Defensive,54.1,9,Direct Commercial Sale,No,8,2689,3.9,3.0,No,No,High,1.6,Accelerating,No,Medium
2022,Germany,Europe & Central Asia,NATO,No,Ethiopia,Sub-Saharan Africa,Artillery & Ammunition,Guided Munitions,Offensive,14.8,80,Direct Commercial Sale,Yes,28,1004,3.0,2.4,Yes,Yes,Low,5.3,Stable,No,High
2017,United States,North America,NATO,Yes,Kenya,Sub-Saharan Africa,Sensors & Electronics,C4ISR Package,Defensive,35.6,1,Multilateral Programme,No,26,1929,4.7,5.5,Yes,No,Low,3.2,Stable,No,Medium
2024,Italy,Europe & Central Asia,NATO,No,Taiwan,East Asia & Pacific,Helicopters,Attack Helicopter,Offensive,204.9,160,Direct Commercial Sale,Yes,46,32652,5.4,9.1,Yes,Yes,Low,3.6,Stable,No,Medium
2013,United States,North America,NATO,Yes,Vietnam,East Asia & Pacific,Missiles & Air Defence,Anti-Ship Missile,Offensive,121.8,11,Direct Commercial Sale,Yes,23,3623,6.4,1.4,No,Yes,Low,2.7,Accelerating,No,High
2019,Germany,Europe & Central Asia,NATO,No,Australia,East Asia & Pacific,Combat Aircraft,UAV/Drone,Offensive,468.8,81,Bilateral Defence Pact,No,63,54806,8.8,8.8,No,No,Medium,1.7,Stable,No,Low
2023,China,East Asia & Pacific,Non-Aligned,Yes,Morocco,Middle East & North Africa,Artillery & Ammunition,MLRS,Offensive,41.3,167,Offset Agreement,Yes,20,3286,5.0,4.5,No,Yes,Medium,3.0,Accelerating,No,High
2021,China,East Asia & Pacific,Non-Aligned,Yes,Mexico,Latin America & Caribbean,Missiles & Air Defence,Anti-Ship Missile,Offensive,134.2,12,Foreign Military Sales (FMS),No,34,9911,3.3,6.0,Yes,No,Medium,2.9,Accelerating,No,High
2013,Germany,Europe & Central Asia,NATO,No,Mexico,Latin America & Caribbean,Helicopters,Utility Helicopter,Defensive,90.5,150,Offset Agreement,Yes,16,10014,3.3,6.1,Yes,No,Medium,3.7,Accelerating,No,Medium
2018,United States,North America,NATO,Yes,Chile,Latin America & Caribbean,Artillery & Ammunition,Guided Munitions,Offensive,22.1,1,Foreign Military Sales (FMS),No,16,15079,7.5,8.3,No,No,Medium,2.1,Stable,No,Low
2014,Israel,Middle East & North Africa,Non-NATO Ally,No,Kazakhstan,Europe & Central Asia,Combat Aircraft,UAV/Drone,Offensive,539.3,182,Bilateral Defence Pact,Yes,52,9329,4.6,2.9,No,No,High,2.5,Declining,No,Medium
2009,Germany,Europe & Central Asia,NATO,No,Thailand,East Asia & Pacific,Combat Aircraft,Trainer/Light Combat,Defensive,411.2,50,Offset Agreement,Yes,32,6832,3.9,5.3,No,No,Low,2.2,Declining,No,Low
2020,China,East Asia & Pacific,Non-Aligned,Yes,Saudi Arabia,Middle East & North Africa,Combat Aircraft,Multi-Role Aircraft,Offensive,286.9,2,Multilateral Programme,No,53,23081,4.7,1.5,Yes,No,High,3.3,Accelerating,No,High
2013,Russia,Europe & Central Asia,Non-Aligned,Yes,Kazakhstan,Europe & Central Asia,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,36.8,1,Direct Commercial Sale,No,16,11089,4.9,2.7,No,No,High,0.9,Accelerating,No,Medium
2021,Germany,Europe & Central Asia,NATO,No,Romania,Europe & Central Asia,Artillery & Ammunition,Mortar System,Offensive,58.8,67,Foreign Military Sales (FMS),Yes,29,13475,5.8,7.0,Yes,No,Low,5.6,Stable,No,High
2019,Germany,Europe & Central Asia,NATO,No,Peru,Latin America & Caribbean,Naval Vessels,Submarine,Offensive,272.4,187,Bilateral Defence Pact,No,32,7215,5.0,6.1,No,No,Medium,1.3,Stable,No,Medium
2023,Russia,Europe & Central Asia,Non-Aligned,Yes,Romania,Europe & Central Asia,Combat Aircraft,Fighter Jet,Offensive,150.7,23,Multilateral Programme,No,40,15442,6.7,7.0,Yes,No,Low,4.8,Declining,No,Medium
2020,United States,North America,NATO,Yes,Mexico,Latin America & Caribbean,Helicopters,Transport Helicopter,Defensive,143.3,8,Foreign Military Sales (FMS),No,39,10005,3.7,6.4,Yes,No,Medium,6.0,Stable,No,Medium
2020,Russia,Europe & Central Asia,Non-Aligned,Yes,Brazil,Latin America & Caribbean,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,60.0,2,Foreign Military Sales (FMS),No,15,8889,4.9,6.2,No,No,Medium,2.0,Declining,No,Medium
2022,United States,North America,NATO,Yes,Chile,Latin America & Caribbean,Combat Aircraft,Trainer/Light Combat,Defensive,491.3,83,Government-to-Government,No,60,14875,7.2,7.8,No,No,Medium,1.1,Stable,No,Low
2012,United States,North America,NATO,Yes,Ukraine,Europe & Central Asia,Missiles & Air Defence,SAM System,Defensive,77.2,38,Foreign Military Sales (FMS),Yes,37,4013,2.5,5.0,Yes,Yes,Low,3.2,Accelerating,No,High
2012,Russia,Europe & Central Asia,Non-Aligned,Yes,Pakistan,South Asia,Missiles & Air Defence,SAM System,Defensive,194.8,8,Government-to-Government,No,47,1369,2.8,3.0,Yes,Yes,Low,6.4,Stable,No,High
2015,Russia,Europe & Central Asia,Non-Aligned,Yes,Greece,Europe & Central Asia,Helicopters,Transport Helicopter,Defensive,47.5,3,Bilateral Defence Pact,No,24,19070,6.9,7.6,Yes,Yes,Low,4.0,Stable,No,Low
2008,United Kingdom,Europe & Central Asia,NATO,Yes,Japan,East Asia & Pacific,Missiles & Air Defence,SAM System,Defensive,357.5,25,Direct Commercial Sale,No,31,37818,8.9,7.5,No,Yes,Low,2.4,Accelerating,No,Medium
2018,Russia,Europe & Central Asia,Non-Aligned,Yes,Indonesia,East Asia & Pacific,Combat Aircraft,Fighter Jet,Offensive,448.3,7,Government-to-Government,No,59,4591,5.9,7.3,No,Yes,Medium,1.5,Accelerating,No,High
2006,Russia,Europe & Central Asia,Non-Aligned,Yes,South Korea,East Asia & Pacific,Armoured Vehicles,APC,Defensive,144.7,21,Government-to-Government,No,19,34615,6.2,7.9,Yes,Yes,Low,3.8,Declining,No,Medium
2011,China,East Asia & Pacific,Non-Aligned,Yes,Ukraine,Europe & Central Asia,Combat Aircraft,Trainer/Light Combat,Defensive,339.8,142,Foreign Military Sales (FMS),No,50,4160,3.2,5.3,Yes,Yes,Low,5.2,Stable,No,High
2024,Russia,Europe & Central Asia,Non-Aligned,Yes,Ethiopia,Sub-Saharan Africa,Combat Aircraft,UAV/Drone,Offensive,405.9,1,Bilateral Defence Pact,No,31,1015,2.7,4.0,Yes,Yes,Low,2.6,Stable,Yes,High
2017,Russia,Europe & Central Asia,Non-Aligned,Yes,Iraq,Middle East & North Africa,Artillery & Ammunition,Mortar System,Offensive,55.2,29,Multilateral Programme,Yes,15,5208,2.3,3.3,Yes,Yes,High,3.5,Accelerating,No,High
2021,China,East Asia & Pacific,Non-Aligned,Yes,Poland,Europe & Central Asia,Armoured Vehicles,IFV,Offensive,88.3,4,Multilateral Programme,No,12,17149,6.9,7.8,Yes,No,Low,4.1,Declining,No,Low
2020,Russia,Europe & Central Asia,Non-Aligned,Yes,Nigeria,Sub-Saharan Africa,Sensors & Electronics,C4ISR Package,Defensive,75.2,33,Bilateral Defence Pact,No,7,2193,3.5,4.9,Yes,No,High,6.1,Stable,No,Medium
2015,Russia,Europe & Central Asia,Non-Aligned,Yes,Poland,Europe & Central Asia,Sensors & Electronics,EW Suite,Defensive,68.7,12,Bilateral Defence Pact,Yes,9,17007,7.4,6.9,Yes,No,Low,2.1,Accelerating,No,Medium
2007,Germany,Europe & Central Asia,NATO,No,Norway,Europe & Central Asia,Missiles & Air Defence,MANPADS,Defensive,179.8,43,Foreign Military Sales (FMS),No,38,78921,9.0,8.9,No,No,High,2.4,Declining,No,Low
2021,United States,North America,NATO,Yes,Japan,East Asia & Pacific,Helicopters,Attack Helicopter,Offensive,247.2,8,Multilateral Programme,No,18,38579,8.1,9.2,No,Yes,Low,1.8,Accelerating,No,Low
2020,Sweden,Europe & Central Asia,NATO,No,Greece,Europe & Central Asia,Combat Aircraft,Trainer/Light Combat,Defensive,1027.2,196,Government-to-Government,No,69,19718,7.2,8.0,Yes,Yes,Low,3.2,Declining,No,Medium
2011,United States,North America,NATO,Yes,Singapore,East Asia & Pacific,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,34.2,1,Multilateral Programme,No,6,66586,8.7,6.5,No,No,Low,2.8,Stable,No,Low
2021,France,Europe & Central Asia,NATO,Yes,Poland,Europe & Central Asia,Naval Vessels,Corvette,Offensive,301.7,2,Government-to-Government,No,61,17368,6.7,8.2,Yes,No,Low,3.5,Stable,No,Medium
2019,Russia,Europe & Central Asia,Non-Aligned,Yes,Indonesia,East Asia & Pacific,Combat Aircraft,Multi-Role Aircraft,Offensive,499.0,16,Government-to-Government,No,59,3721,5.6,7.7,No,Yes,Medium,1.3,Declining,No,Medium
2007,South Korea,East Asia & Pacific,Non-NATO Ally,No,Pakistan,South Asia,Artillery & Ammunition,Guided Munitions,Offensive,4.6,45,Government-to-Government,Yes,11,1481,3.4,3.3,Yes,Yes,Low,6.4,Accelerating,No,High
2006,South Korea,East Asia & Pacific,Non-NATO Ally,No,Chile,Latin America & Caribbean,Armoured Vehicles,APC,Defensive,119.7,10,Government-to-Government,Yes,12,15644,7.6,7.3,No,No,Medium,2.5,Stable,No,Low
2021,China,East Asia & Pacific,Non-Aligned,Yes,India,South Asia,Sensors & Electronics,C4ISR Package,Defensive,58.9,4,Direct Commercial Sale,No,7,2386,5.5,6.6,Yes,Yes,Low,5.9,Stable,No,Medium
2016,Turkey,Europe & Central Asia,NATO,No,Philippines,East Asia & Pacific,Armoured Vehicles,IFV,Offensive,47.3,1,Bilateral Defence Pact,Yes,26,3573,4.4,5.9,Yes,Yes,Low,3.1,Stable,No,High
2007,France,Europe & Central Asia,NATO,Yes,Taiwan,East Asia & Pacific,Combat Aircraft,UAV/Drone,Offensive,477.7,3,Bilateral Defence Pact,No,58,32484,5.4,8.8,Yes,Yes,Low,5.5,Stable,No,High
2019,United States,North America,NATO,Yes,Saudi Arabia,Middle East & North Africa,Naval Vessels,Corvette,Offensive,641.8,37,Bilateral Defence Pact,No,69,22863,5.1,2.2,Yes,No,High,2.1,Stable,No,High
2008,United States,North America,NATO,Yes,Nigeria,Sub-Saharan Africa,Armoured Vehicles,IFV,Offensive,23.4,6,Foreign Military Sales (FMS),Yes,16,2062,2.7,4.9,Yes,No,High,6.3,Accelerating,No,High
2016,China,East Asia & Pacific,Non-Aligned,Yes,Japan,East Asia & Pacific,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,55.5,9,Government-to-Government,Yes,25,43786,7.6,8.7,No,Yes,Low,2.3,Accelerating,No,Medium
2018,China,East Asia & Pacific,Non-Aligned,Yes,Thailand,East Asia & Pacific,Missiles & Air Defence,Anti-Ship Missile,Offensive,134.0,3,Bilateral Defence Pact,No,40,6471,4.3,5.2,No,No,Low,3.0,Stable,No,Medium
2007,Germany,Europe & Central Asia,NATO,No,Australia,East Asia & Pacific,Combat Aircraft,UAV/Drone,Offensive,665.1,85,Foreign Military Sales (FMS),No,34,52212,8.2,8.8,No,No,Medium,2.0,Declining,No,Low
2011,Italy,Europe & Central Asia,NATO,No,Japan,East Asia & Pacific,Missiles & Air Defence,SAM System,Defensive,83.6,69,Bilateral Defence Pact,Yes,37,39055,8.1,8.3,No,Yes,Low,2.1,Stable,No,Low
2022,China,East Asia & Pacific,Non-Aligned,Yes,Taiwan,East Asia & Pacific,Armoured Vehicles,MRAP,Defensive,73.9,52,Foreign Military Sales (FMS),Yes,29,33730,6.4,8.2,Yes,Yes,Low,5.3,Stable,No,Medium
2021,United States,North America,NATO,Yes,Morocco,Middle East & North Africa,Artillery & Ammunition,Self-Propelled Howitzer,Offensive,3.2,168,Multilateral Programme,Yes,21,3571,4.9,4.1,No,Yes,Medium,1.2,Stable,No,Medium
2005,United States,North America,NATO,Yes,Morocco,Middle East & North Africa,Helicopters,Naval Helicopter,Defensive,135.9,62,Bilateral Defence Pact,No,24,3421,5.7,3.7,No,Yes,Medium,1.1,Stable,No,Medium
2021,China,East Asia & Pacific,Non-Aligned,Yes,Brazil,Latin America & Caribbean,Combat Aircraft,Trainer/Light Combat,Defensive,225.2,41,Offset Agreement,No,64,9407,4.8,6.4,No,No,Medium,1.6,Declining,No,Low
2005,Russia,Europe & Central Asia,Non-Aligned,Yes,Egypt,Middle East & North Africa,Armoured Vehicles,APC,Defensive,65.7,8,Foreign Military Sales (FMS),Yes,22,3590,3.4,2.0,Yes,No,Medium,5.6,Accelerating,No,High
2022,United States,North America,NATO,Yes,Norway,Europe & Central Asia,Armoured Vehicles,MRAP,Defensive,56.8,10,Multilateral Programme,No,25,85596,9.4,9.6,No,No,High,2.2,Declining,No,Low
2015,United States,North America,NATO,Yes,Japan,East Asia & Pacific,Naval Vessels,Corvette,Offensive,98.3,6,Foreign Military Sales (FMS),Yes,60,38522,7.9,8.8,No,Yes,Low,1.5,Accelerating,No,Low
2017,South Korea,East Asia & Pacific,Non-NATO Ally,No,Angola,Sub-Saharan Africa,Helicopters,Attack Helicopter,Offensive,92.2,3,Foreign Military Sales (FMS),Yes,37,2574,4.1,3.5,No,No,High,2.0,Stable,No,Medium
2014,Russia,Europe & Central Asia,Non-Aligned,Yes,Nigeria,Sub-Saharan Africa,Armoured Vehicles,Main Battle Tank,Offensive,32.7,7,Offset Agreement,Yes,29,2277,3.2,3.7,Yes,No,High,4.9,Declining,No,High
2010,United Kingdom,Europe & Central Asia,NATO,Yes,Bangladesh,South Asia,Combat Aircraft,Fighter Jet,Offensive,188.4,108,Offset Agreement,Yes,26,2776,4.2,4.8,No,No,Low,2.2,Stable,No,Low
2016,Italy,Europe & Central Asia,NATO,No,Chile,Latin America & Caribbean,Small Arms & Light Weapons,ATGM,Offensive,22.2,8,Bilateral Defence Pact,No,19,13618,6.8,8.1,No,No,Medium,2.4,Accelerating,No,Low
2015,United States,North America,NATO,Yes,South Korea,East Asia & Pacific,Missiles & Air Defence,Cruise Missile,Offensive,90.3,3,Offset Agreement,No,15,31020,6.5,7.6,Yes,Yes,Low,6.0,Accelerating,No,High
2015,Russia,Europe & Central Asia,Non-Aligned,Yes,Australia,East Asia & Pacific,Artillery & Ammunition,MLRS,Offensive,103.5,11,Direct Commercial Sale,Yes,18,52894,8.1,8.8,No,No,Medium,2.0,Accelerating,No,Low
2013,United States,North America,NATO,Yes,Nigeria,Sub-Saharan Africa,Naval Vessels,Corvette,Offensive,294.4,3,Offset Agreement,Yes,27,2294,3.6,5.0,Yes,No,High,2.1,Accelerating,No,High
2020,Turkey,Europe & Central Asia,NATO,No,Kazakhstan,Europe & Central Asia,Small Arms & Light Weapons,Grenade Launcher Batch,Offensive,3.9,160,Direct Commercial Sale,Yes,14,9365,5.0,3.0,No,No,High,2.9,Stable,No,Medium
2020,United Kingdom,Europe & Central Asia,NATO,Yes,Angola,Sub-Saharan Africa,Combat Aircraft,Trainer/Light Combat,Defensive,239.0,62,Bilateral Defence Pact,No,56,2535,4.4,3.4,No,No,High,2.7,Stable,No,Medium
2020,Russia,Europe & Central Asia,Non-Aligned,Yes,Algeria,Middle East & North Africa,Small Arms & Light Weapons,Sniper System,Offensive,4.1,1,Direct Commercial Sale,No,24,3848,3.8,3.1,Yes,Yes,High,4.8,Stable,No,High
2023,France,Europe & Central Asia,NATO,Yes,Kenya,Sub-Saharan Africa,Sensors & Electronics,Targeting Pod,Offensive,28.1,119,Offset Agreement,Yes,13,1995,4.6,5.9,Yes,No,Low,4.4,Stable,No,Medium
2018,Russia,Europe & Central Asia,Non-Aligned,Yes,Bangladesh,South Asia,Armoured Vehicles,IFV,Offensive,60.2,166,Foreign Military Sales (FMS),No,27,2613,3.8,3.9,No,No,Low,2.2,Stable,No,Medium
2012,France,Europe & Central Asia,NATO,Yes,Japan,East Asia & Pacific,Helicopters,Naval Helicopter,Defensive,138.9,35,Bilateral Defence Pact,No,27,39750,8.4,8.1,No,Yes,Low,3.0,Declining,No,Low
2023,France,Europe & Central Asia,NATO,Yes,Vietnam,East Asia & Pacific,Combat Aircraft,Multi-Role Aircraft,Offensive,701.9,7,Offset Agreement,Yes,25,3773,5.9,2.7,No,Yes,Low,2.3,Stable,No,Medium
2015,Russia,Europe & Central Asia,Non-Aligned,Yes,Australia,East Asia & Pacific,Missiles & Air Defence,SAM System,Defensive,292.6,7,Bilateral Defence Pact,Yes,15,53430,8.5,9.5,No,No,Medium,0.9,Accelerating,No,Low
2017,United States,North America,NATO,Yes,Greece,Europe & Central Asia,Sensors & Electronics,Radar System,Defensive,92.1,114,Government-to-Government,No,29,19332,6.8,8.0,Yes,Yes,Low,4.8,Stable,No,Medium
2024,United States,North America,NATO,Yes,Indonesia,East Asia & Pacific,Small Arms & Light Weapons,Sniper System,Offensive,4.9,17,Direct Commercial Sale,No,21,3881,4.9,7.0,No,Yes,Medium,1.3,Stable,No,Medium
2008,France,Europe & Central Asia,NATO,Yes,Saudi Arabia,Middle East & North Africa,Armoured Vehicles,Main Battle Tank,Offensive,72.0,163,Government-to-Government,Yes,14,23316,4.9,1.5,Yes,No,High,4.4,Stable,No,High
2012,Germany,Europe & Central Asia,NATO,No,Ukraine,Europe & Central Asia,Artillery & Ammunition,Guided Munitions,Offensive,45.2,21,Foreign Military Sales (FMS),Yes,25,3986,2.8,5.4,Yes,Yes,Low,2.5,Stable,No,High
2011,Spain,Europe & Central Asia,NATO,No,Nigeria,Sub-Saharan Africa,Armoured Vehicles,Main Battle Tank,Offensive,14.2,40,Bilateral Defence Pact,No,17,2305,2.7,3.9,Yes,No,High,3.4,Accelerating,No,High
2023,United Kingdom,Europe & Central Asia,NATO,Yes,Greece,Europe & Central Asia,Missiles & Air Defence,SAM System,Defensive,41.1,57,Direct Commercial Sale,No,16,19941,6.2,7.8,Yes,Yes,Low,5.5,Accelerating,No,Medium
2016,Turkey,Europe & Central Asia,NATO,No,Colombia,Latin America & Caribbean,Missiles & Air Defence,SAM System,Defensive,162.6,14,Bilateral Defence Pact,No,33,6515,4.0,6.6,Yes,No,Medium,4.5,Accelerating,No,High
2024,Russia,Europe & Central Asia,Non-Aligned,Yes,UAE,Middle East & North Africa,Naval Vessels,Frigate,Offensive,226.7,111,Government-to-Government,Yes,46,43531,6.6,2.9,No,No,High,2.8,Declining,No,Medium
2006,Germany,Europe & Central Asia,NATO,No,Poland,Europe & Central Asia,Small Arms & Light Weapons,ATGM,Offensive,4.5,10,Government-to-Government,No,6,15101,6.8,8.1,Yes,No,Low,2.1,Accelerating,No,Medium
2023,Spain,Europe & Central Asia,NATO,No,Singapore,East Asia & Pacific,Armoured Vehicles,IFV,Offensive,110.1,110,Offset Agreement,Yes,7,68531,8.6,5.9,No,No,Low,2.1,Stable,No,Low
2013,Russia,Europe & Central Asia,Non-Aligned,Yes,Chile,Latin America & Caribbean,Combat Aircraft,UAV/Drone,Offensive,355.0,14,Direct Commercial Sale,No,39,14697,7.4,8.0,No,No,Medium,3.0,Declining,No,Low
2005,United Kingdom,Europe & Central Asia,NATO,Yes,Chile,Latin America & Caribbean,Small Arms & Light Weapons,Grenade Launcher Batch,Offensive,10.9,8,Foreign Military Sales (FMS),No,24,13820,6.7,8.4,No,No,Medium,2.2,Accelerating,No,Low
2020,China,East Asia & Pacific,Non-Aligned,Yes,Colombia,Latin America & Caribbean,Armoured Vehicles,MRAP,Defensive,62.8,6,Multilateral Programme,No,10,6455,2.9,6.4,Yes,No,Medium,2.1,Stable,No,High
2014,United Kingdom,Europe & Central Asia,NATO,Yes,Egypt,Middle East & North Africa,Helicopters,Naval Helicopter,Defensive,108.1,2,Direct Commercial Sale,Yes,35,3589,3.3,2.8,Yes,No,Medium,5.1,Accelerating,No,High
2008,France,Europe & Central Asia,NATO,Yes,Thailand,East Asia & Pacific,Naval Vessels,Patrol Boat,Defensive,73.6,16,Bilateral Defence Pact,No,71,7272,4.5,4.5,No,No,Low,1.9,Stable,No,Low
2015,United Kingdom,Europe & Central Asia,NATO,Yes,Poland,Europe & Central Asia,Missiles & Air Defence,Anti-Ship Missile,Offensive,215.5,5,Direct Commercial Sale,No,42,17389,7.0,7.2,Yes,No,Low,5.7,Accelerating,No,Medium
2020,France,Europe & Central Asia,NATO,Yes,Ukraine,Europe & Central Asia,Combat Aircraft,Trainer/Light Combat,Defensive,358.0,133,Bilateral Defence Pact,No,38,4125,3.0,5.6,Yes,Yes,Low,3.5,Accelerating,No,High
2017,China,East Asia & Pacific,Non-Aligned,Yes,Qatar,Middle East & North Africa,Naval Vessels,Frigate,Offensive,326.9,54,Direct Commercial Sale,Yes,65,60260,6.2,2.5,No,No,High,2.8,Stable,No,Medium
2020,Spain,Europe & Central Asia,NATO,No,Norway,Europe & Central Asia,Combat Aircraft,Multi-Role Aircraft,Offensive,839.9,58,Bilateral Defence Pact,No,49,85911,9.1,9.5,No,No,High,1.1,Accelerating,No,Low
2008,China,East Asia & Pacific,Non-Aligned,Yes,South Korea,East Asia & Pacific,Naval Vessels,Patrol Boat,Defensive,416.9,7,Direct Commercial Sale,No,65,34862,6.4,7.9,Yes,Yes,Low,3.7,Accelerating,No,Medium
2015,Russia,Europe & Central Asia,Non-Aligned,Yes,Bangladesh,South Asia,Missiles & Air Defence,Cruise Missile,Offensive,28.4,46,Direct Commercial Sale,No,47,2523,4.2,4.0,No,No,Low,2.9,Stable,No,Low
2017,Russia,Europe & Central Asia,Non-Aligned,Yes,Egypt,Middle East & North Africa,Artillery & Ammunition,MLRS,Offensive,38.1,7,Government-to-Government,No,20,3681,3.6,2.5,Yes,No,Medium,3.3,Accelerating,No,High
